,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
20011,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48410,48410
20012,SANILAC COUNTY,Sanilac County,FIPS26151,SANILAC,Sanilac,MI,MICHIGAN,26151,Michigan,ZCTA48401,48401
20013,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48393,48393
20014,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48390,48390
20015,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48387,48387
20016,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48386,48386
20017,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48383,48383
20018,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48382,48382
20019,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48381,48381
20020,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48380,48380
20021,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48377,48377
20022,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48376,48376
20023,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48375,48375
20024,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48374,48374
20025,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48371,48371
20026,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48370,48370
20027,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48367,48367
20028,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48366,48366
20029,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48363,48363
20030,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48362,48362
20031,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48361,48361
20032,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48360,48360
20033,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48359,48359
20034,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48357,48357
20035,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48356,48356
20036,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48353,48353
20037,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48350,48350
20038,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48348,48348
20039,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48347,48347
20040,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48346,48346
20041,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48343,48343
20042,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48342,48342
20043,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48341,48341
20044,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48340,48340
20045,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48336,48336
20046,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48335,48335
20047,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48334,48334
20048,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48333,48333
20049,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48332,48332
20050,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48331,48331
20051,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48330,48330
20052,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48329,48329
20053,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48328,48328
20054,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48327,48327
20055,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48326,48326
20056,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48325,48325
20057,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48324,48324
20058,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48323,48323
20059,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48322,48322
20060,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48321,48321
20061,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48320,48320
20062,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48318,48318
20063,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48317,48317
20064,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48316,48316
20065,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48315,48315
20066,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48314,48314
20067,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48313,48313
20068,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48312,48312
20069,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48311,48311
20070,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48310,48310
20071,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48309,48309
20072,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48308,48308
20073,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48307,48307
20074,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48306,48306
20075,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48304,48304
20076,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48303,48303
20077,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48302,48302
20078,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48301,48301
20079,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48288,48288
20080,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48244,48244
20081,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48243,48243
20082,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48242,48242
20083,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48240,48240
20084,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48239,48239
20085,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48238,48238
20086,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48237,48237
20087,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48236,48236
20088,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48235,48235
20089,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48234,48234
20090,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48233,48233
20091,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48232,48232
20092,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48231,48231
20093,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48230,48230
20094,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48229,48229
20095,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48228,48228
20096,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48227,48227
20097,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48226,48226
20098,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48225,48225
20099,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48224,48224
20100,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48223,48223
20101,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48222,48222
20102,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48221,48221
20103,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48220,48220
20104,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48219,48219
20105,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48218,48218
20106,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48217,48217
20107,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48216,48216
20108,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48215,48215
20109,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48214,48214
20110,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48213,48213
20111,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48212,48212
20112,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48211,48211
20113,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48210,48210
20114,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48209,48209
20115,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48208,48208
20116,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48207,48207
20117,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48206,48206
20118,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48205,48205
20119,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48204,48204
20120,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48203,48203
20121,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48202,48202
20122,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48201,48201
20123,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48198,48198
20124,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48197,48197
20125,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48195,48195
20126,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48193,48193
20127,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48192,48192
20128,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48191,48191
20129,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48190,48190
20130,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48189,48189
20131,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48188,48188
20132,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48187,48187
20133,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48186,48186
20134,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48185,48185
20135,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48184,48184
20136,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48183,48183
20137,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48182,48182
20138,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48180,48180
20139,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48179,48179
20140,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48178,48178
20141,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48177,48177
20142,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48176,48176
20143,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48175,48175
20144,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48174,48174
20145,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48173,48173
20146,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48170,48170
20147,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48169,48169
20148,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48168,48168
20149,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48167,48167
20150,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48166,48166
20151,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48165,48165
20152,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48164,48164
20153,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48162,48162
20154,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48161,48161
20155,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48160,48160
20156,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48159,48159
20157,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48158,48158
20158,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48157,48157
20159,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48154,48154
20160,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48153,48153
20161,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48152,48152
20162,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48151,48151
20163,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48150,48150
20164,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48146,48146
20165,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48145,48145
20166,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48144,48144
20167,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48143,48143
20168,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48141,48141
20169,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48140,48140
20170,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48139,48139
20171,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48138,48138
20172,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48137,48137
20173,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48136,48136
20174,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48135,48135
20175,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48134,48134
20176,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48133,48133
20177,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48131,48131
20178,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48130,48130
20179,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48128,48128
20180,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48127,48127
20181,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48126,48126
20182,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48125,48125
20183,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48124,48124
20184,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48123,48123
20185,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48122,48122
20186,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48121,48121
20187,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48120,48120
20188,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48118,48118
20189,MONROE COUNTY,Monroe County,FIPS26115,MONROE,Monroe,MI,MICHIGAN,26115,Michigan,ZCTA48117,48117
20190,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48116,48116
20191,LIVINGSTON COUNTY,Livingston County,FIPS26093,LIVINGSTON,Livingston,MI,MICHIGAN,26093,Michigan,ZCTA48114,48114
20192,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48113,48113
20193,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48111,48111
20194,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48109,48109
20195,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48108,48108
20196,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48107,48107
20197,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48106,48106
20198,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48105,48105
20199,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48104,48104
20200,WASHTENAW COUNTY,Washtenaw County,FIPS26161,WASHTENAW,Washtenaw,MI,MICHIGAN,26161,Michigan,ZCTA48103,48103
20201,WAYNE COUNTY,Wayne County,FIPS26163,WAYNE,Wayne,MI,MICHIGAN,26163,Michigan,ZCTA48101,48101
20202,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48099,48099
20203,OAKLAND COUNTY,Oakland County,FIPS26125,OAKLAND,Oakland,MI,MICHIGAN,26125,Michigan,ZCTA48098,48098
20204,ST. CLAIR COUNTY,St. Clair County,FIPS26147,ST. CLAIR,St. Clair,MI,MICHIGAN,26147,Michigan,ZCTA48097,48097
20205,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48096,48096
20206,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48095,48095
20207,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48094,48094
20208,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48093,48093
20209,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48092,48092
20210,MACOMB COUNTY,Macomb County,FIPS26099,MACOMB,Macomb,MI,MICHIGAN,26099,Michigan,ZCTA48091,48091
